year,provider_state,provider_type,hcpcs_code,hcpcs_description,place_of_service,line_count,provider_count,beneficiaries,services,estimated_medicare_payment,average_services_per_beneficiary,average_charge_to_allowed_ratio
2024,IL,Ophthalmology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,336,336,29265,29266.0,3330132.98999943,1.0000303692905734,2.0112493790619075
2023,IN,Interventional Cardiology,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,105,105,28214,39823.0,3281413.129999787,1.3952104567382968,1.806246535419982
2024,IN,Interventional Cardiology,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,115,115,28785,39177.0,3203798.820000339,1.3377231186622278,1.8832549932089382
2024,IL,Podiatry,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,555,555,41755,41769.0,3158556.44999953,1.000345252329582,1.9533065793919417
2024,IN,Endocrinology,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,83,83,20716,36616.0,3055588.190000751,1.7722015437755436,1.8208623229753955
2023,IL,Otolaryngology,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,230,230,23700,32070.0,3031860.779995216,1.256200269197159,2.0296713101772017
2024,IL,Otolaryngology,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,227,227,23986,32479.0,3010903.649999357,1.2541712289800608,2.130118297625498
2024,IL,Neurology,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,259,259,15974,22324.0,2991967.150000699,1.2820363356644815,2.1812476033674266
2023,IN,Endocrinology,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,85,85,19389,35002.0,2941161.809997724,1.7958133594456953,1.7622204906536698
2023,IN,Nephrology,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,149,149,22433,38459.0,2916898.520000561,1.6871745432432623,2.009607375370616
2023,IL,Psychiatry,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,250,250,14434,47235.0,2899117.010002549,3.0229021164570966,1.8174106445106448
2024,IN,Nephrology,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,147,147,22602,39032.0,2877631.119997513,1.7090945659666654,2.083304299071021
2023,IL,Neurology,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,248,248,15574,21928.0,2870835.530000661,1.282811885981358,2.0397271885831074
2023,IN,Pulmonary Disease,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,164,164,20559,32758.0,2853426.260000814,1.4368181378420612,1.7153878855326181
2024,IN,Pulmonary Disease,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,155,155,20970,32629.0,2823931.390001387,1.4480536732436124,1.779758860218047
2024,IL,Physical Medicine and Rehabilitation,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,134,134,14089,29159.0,2791871.840016259,1.7914141874203304,2.236863747504618
2024,IL,Nurse Practitioner,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,892,892,29058,29059.0,2767053.520001629,1.0000273433227607,2.782205302529215
2024,IN,Physical Medicine and Rehabilitation,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,51,51,9835,47211.0,2745010.749997835,4.162303822089014,2.196452213282443
2024,IN,Dermatology,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,137,137,25929,34038.0,2723375.789999813,1.272258698539303,1.8085980560378119
2023,IL,Hematology-Oncology,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,203,203,24988,43328.0,2706219.1899986602,1.4513946856482207,2.281907349515389
2023,IL,Psychiatry,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,204,204,10135,41796.0,2681203.150000094,3.6806701987805766,2.2234831683945084
2023,IN,Urology,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,174,174,37199,46301.0,2673125.130000864,1.2115734778513352,1.9387936576639027
2024,IL,Medical Oncology,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,68,68,11461,29442.0,2601658.250003624,2.4098594378448865,2.295191270444058
2023,IN,Dermatology,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,133,133,24387,32112.0,2580252.850002273,1.271885953296979,1.7870700733132368
2023,IL,Physical Medicine and Rehabilitation,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,140,140,13092,27067.0,2580202.049998522,1.7495275364215803,2.146194710452566
2023,IL,Orthopedic Surgery,99203,"New patient office or other outpatient visit, 30-44 minutes",O,483,483,32762,32769.0,2578262.660000025,1.0002037634262884,2.393370363561017
2023,IL,Physician Assistant,99285,Emergency department visit with high level of medical decision making,F,305,305,20789,21205.0,2552542.370002216,1.016529338750011,7.728131245539224
2024,IL,Psychiatry,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,229,229,12367,41882.0,2552139.679999582,2.9690429975762576,1.8824461438732119
2024,IN,Nurse Practitioner,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,542,542,18681,24876.0,2528366.989996713,1.3004611710765905,2.0765568174344993
2024,IL,Psychiatry,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,252,252,10475,40328.0,2520313.419999507,3.5108129035022846,2.245850222368351
2023,IN,Cardiology,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,279,279,19450,42692.0,2512415.819999236,1.8203991922848566,2.05115731995078
2024,IN,Nurse Practitioner,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,370,370,26883,45103.0,2510724.090001226,1.6227507708450273,2.5740092706839337
2024,IN,Family Practice,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,399,399,15739,21864.0,2500459.650000103,1.2831240398894965,1.7093971524287506
2023,IN,Physical Medicine and Rehabilitation,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,45,45,8470,41082.0,2422053.210000529,4.024645024804655,2.1496773282629373
2023,IL,Cardiology,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,257,257,25320,38270.0,2415191.600000652,1.3070237821633943,1.9690808658457326
2024,IL,Physician Assistant,99285,Emergency department visit with high level of medical decision making,F,309,309,20611,21060.0,2414860.67000189,1.0156336896212594,7.768790847620179
2024,IL,Nurse Practitioner,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,329,329,16852,25315.0,2404568.109998847,1.4441523478556964,3.4075346273638467
2024,IN,Ophthalmology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,190,190,22752,22754.0,2371656.040004133,1.000093053653005,1.702131606448497
2024,IL,Hematology-Oncology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,211,211,22854,37985.0,2368865.409998769,1.400592171412015,2.4550704099210994
2023,IL,Nurse Practitioner,99204,"New patient office or other outpatient visit, 45-59 minutes",O,717,717,24197,24204.0,2354854.830000682,1.0002472481028966,2.861893164072447
2024,IN,Internal Medicine,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,256,256,14001,19544.0,2301719.270003729,1.2790095524714291,1.6701271663583575
2024,IN,Cardiology,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,269,269,18443,39815.0,2298784.449999693,1.8177064367881686,2.123840198599028
2024,IN,Urology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,173,173,32213,39595.0,2283856.160000358,1.1876099874365735,1.9663517204158487
2023,IN,Family Practice,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,383,383,14671,19991.0,2283118.329994533,1.2548896321998115,1.6001822843408564
2024,IL,Urology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,241,241,18820,18824.0,2277089.01999965,1.0001173599435103,2.448529257173566
2024,IL,Gastroenterology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,345,345,19032,19033.0,2254945.110005214,1.0000616712920136,2.34514086772043
2023,IL,Dermatology,99203,"New patient office or other outpatient visit, 30-44 minutes",O,368,368,30389,30391.0,2252840.189999625,1.000075500593084,2.275630340766178
2023,IN,Internal Medicine,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,276,276,13921,19137.0,2242815.480007251,1.2660278234361881,1.5859498436890043
2023,IN,Infectious Disease,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,91,91,12636,38019.0,2238697.41999548,2.530003122019653,2.096099405836536
2023,IN,Ophthalmology,99204,"New patient office or other outpatient visit, 45-59 minutes",O,181,181,21704,21704.0,2238658.140013776,1.0,1.677070779370647
2023,IL,Urology,99204,"New patient office or other outpatient visit, 45-59 minutes",O,248,248,18504,18504.0,2232377.500002926,1.0,2.3767817571209453
2023,IL,Gastroenterology,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,314,314,19678,34708.0,2222223.950001562,1.5813379535406544,2.3236776801586343
2023,IN,Physician Assistant,99285,Emergency department visit with high level of medical decision making,F,261,261,19516,19923.0,2205110.730004553,1.0157556362880358,8.350507494625449
2023,IL,Cardiology,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,175,175,22967,31172.0,2202436.559998797,1.2912054213542443,2.6894354121071564
2023,IN,Nurse Practitioner,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,339,339,23440,38377.0,2196460.009999268,1.5798621660713357,2.4318563543448324
